onset	duration	condition
8	10	sem
28.016	10	phono
46.033	10	sem
68.049	10	base
86.066	10	phono
109.082	10	sem
127.099	10	phono
148.115	10	base
167.132	10	phono
190.165	10	sem
207.181	10	base
227.214	10	sem
246.231	10	phono
265.264	10	base
286.281	10	sem
308.297	10	phono
327.314	10	base
