onset	duration	condition
8	10	sem
28.017	10	base
50.033	10	phono
68.066	10	sem
86.099	10	phono
107.116	10	base
129.132	10	phono
148.149	10	base
168.182	10	sem
191.215	10	base
211.248	10	sem
229.281	10	phono
246.298	10	sem
266.314	10	base
286.347	10	phono
308.38	10	sem
326.397	10	phono
