onset	duration	condition
8	10	sem
28.016	10	phono
46.049	10	sem
68.066	10	base
86.099	10	phono
109.116	10	sem
127.132	10	phono
148.149	10	base
167.182	10	phono
190.198	10	sem
207.215	10	base
227.231	10	sem
246.248	10	phono
265.264	10	base
286.281	10	sem
308.297	10	phono
327.314	10	base
