onset	duration	condition
8	10	sem
28.017	10	base
50.033	10	phono
68.049	10	sem
86.066	10	phono
107.082	10	base
129.115	10	phono
148.149	10	base
168.165	10	sem
191.181	10	base
211.198	10	sem
229.231	10	phono
246.247	10	sem
266.264	10	base
286.297	10	phono
308.313	10	sem
326.347	10	phono
