onset	duration	condition
8	10	sem
28.016	10	base
50.033	10	phono
68.049	10	sem
86.066	10	phono
107.082	10	base
129.116	10	phono
148.132	10	base
168.165	10	sem
191.182	10	base
211.215	10	sem
229.231	10	phono
246.248	10	sem
266.264	10	base
286.281	10	phono
308.297	10	sem
326.331	10	phono
