onset	duration	condition
8	10	sem
28.033	10	phono
46.066	10	sem
68.082	10	base
86.099	10	phono
109.115	10	sem
127.132	10	phono
148.148	10	base
167.165	10	phono
190.198	10	sem
207.214	10	base
227.231	10	sem
246.247	10	phono
265.264	10	base
286.28	10	sem
308.313	10	phono
327.33	10	base
