onset	duration	condition
8	10	sem
28.016	10	base
50.032	10	phono
68.132	10	sem
86.149	10	phono
107.165	10	base
129.182	10	phono
148.215	10	base
168.231	10	sem
191.264	10	base
211.281	10	sem
229.314	10	phono
246.331	10	sem
266.347	10	base
286.364	10	phono
308.38	10	sem
326.397	10	phono
