onset	duration	condition
8.023	10	sem
28.09	10	base
50.175	10	phono
68.239	10	sem
86.321	10	phono
107.388	10	base
129.473	10	phono
148.539	10	base
168.605	10	sem
191.674	10	base
211.74	10	sem
229.822	10	phono
246.903	10	sem
266.969	10	base
287.052	10	phono
309.137	10	sem
327.218	10	phono
