onset	duration	condition
8	10	sem
28.017	10	base
50.033	10	phono
68.067	10	sem
86.083	10	phono
107.099	10	base
129.116	10	phono
148.132	10	base
168.149	10	sem
191.165	10	base
211.182	10	sem
229.198	10	phono
246.215	10	sem
266.231	10	base
286.248	10	phono
308.264	10	sem
326.281	10	phono
