onset	duration	condition
8	10	sem
28.016	10	base
50.033	10	phono
68.066	10	sem
86.083	10	phono
107.116	10	base
129.149	10	phono
148.165	10	base
168.182	10	sem
191.215	10	base
211.231	10	sem
229.265	10	phono
246.298	10	sem
266.314	10	base
286.331	10	phono
308.347	10	sem
326.364	10	phono
