onset	duration	condition
7.999	10	sem
28.033	10	base
50.049	10	phono
68.082	10	sem
86.099	10	phono
107.115	10	base
129.132	10	phono
148.148	10	base
168.165	10	sem
191.181	10	base
211.197	10	sem
229.214	10	phono
246.23	10	sem
266.247	10	base
286.263	10	phono
308.28	10	sem
326.296	10	phono
