onset	duration	condition
8	10	sem
28.017	10	phono
46.033	10	sem
68.05	10	base
86.066	10	phono
109.083	10	sem
127.099	10	phono
148.116	10	base
167.149	10	phono
190.165	10	sem
207.182	10	base
227.198	10	sem
246.215	10	phono
265.231	10	base
286.248	10	sem
308.264	10	phono
327.281	10	base
