onset	duration	condition
7.999	10	sem
28.016	10	base
50.032	10	phono
68.049	10	sem
86.065	10	phono
107.082	10	base
129.098	10	phono
148.115	10	base
168.148	10	sem
191.164	10	base
211.197	10	sem
229.214	10	phono
246.23	10	sem
266.264	10	base
286.28	10	phono
308.297	10	sem
326.313	10	phono
