onset	duration	condition
8	10	sem
28.033	10	base
50.05	10	phono
68.066	10	sem
86.083	10	phono
107.099	10	base
129.132	10	phono
148.149	10	base
168.182	10	sem
191.215	10	base
211.232	10	sem
229.248	10	phono
246.265	10	sem
266.281	10	base
286.298	10	phono
308.314	10	sem
326.331	10	phono
